Gene_ID,Uniprot_ID,Gene_symbol,Aproved_gene_name,ENS_Gene_id,Ortho_Age,Paralog_status,Haplosufficiency_Rank,Disease_Association,Family_Root,Family_ID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,control.category,Degree,Eccentricity,MDS,NeighborhoodConnectivity,Radiality,Stress,TopologicalCoefficient,VIP_type
7733,ZN180_HUMAN,ZNF180,ZNF180,ENSG00000167384,105,SSD,80.09,None,LECA,325,3.24140039,2.00E-07,0.30850863,0.16666667,intermittent,4,6,FALSE,153.75,0.71982495,3928,0.26196581,NA
7737,R113A_HUMAN,RNF113A,RNF113A,ENSG00000125352,796,SSD,48.29,None,LECA,4494,2.82361767,9.73E-06,0.3541556,0.07114625,intermittent,23,5,FALSE,285.2173913,0.77204779,160088,0.06859973,NA
7738,ZN184_HUMAN,ZNF184,ZNF184,ENSG00000096654,105,SSD,68.17,None,LECA,703,2.94353987,3.80E-06,0.33972701,0.14285714,intermittent,21,5,FALSE,199.9047619,0.75705752,74374,0.07707299,NA
7739,ZN185_HUMAN,ZNF185,ZNF185,ENSG00000147394,96,Ohnolog,82.61,None,Gnathostomata,5724,2.87502084,3.60E-07,0.34782357,0.2,intermittent,6,6,FALSE,770.6666667,0.7656224,16732,0.21332964,NA
7741,"ZN187_HUMAN,ZSC26_HUMAN",ZSCAN26,ZSCAN26,ENSG00000197062,105,SSD,NA,None,LECA,109,2.85907196,5.18E-05,0.34976384,0.02642706,intermittent,44,5,FALSE,130.6136364,0.767616,664690,0.03560233,NA
7743,ZN189_HUMAN,ZNF189,ZNF189,ENSG00000136870,105,SSD,35.93,None,LECA,89,2.88813559,4.24E-06,0.34624413,0.10606061,intermittent,12,5,FALSE,375.5833333,0.76398305,88408,0.10579996,NA
7745,"ZN192_HUMAN,ZKSC8_HUMAN",,,ENSG00000198315,105,SSD,44.08,None,LECA,109,2.7743262,4.71E-05,0.36044788,0.18965517,intermittent,29,5,FALSE,268.862069,0.77820922,628370,0.05372638,NA
7746,"ZN193_HUMAN,ZSC9_HUMAN",ZSCAN9,ZSCAN9,ENSG00000137185,105,SSD,88.39,None,LECA,109,3.13181439,5.76E-06,0.31930372,0.05555556,intermittent,9,6,FALSE,137.6666667,0.7335232,49446,0.12112289,NA
7748,ZN195_HUMAN,,,ENSG00000005801,43,SSD,96.25,None,LECA,89,3.14876355,1.41E-06,0.31758498,0.08333333,intermittent,9,6,FALSE,127.2222222,0.73140456,14562,0.13060429,RNA
7750,ZMYM2_HUMAN,ZMYM2,ZMYM2,ENSG00000121741,435,Ohnolog,16.29,None,Bilateria,130,2.5593776,0.000128,0.39071999,0.10187553,intermittent,69,5,FALSE,301.0289855,0.8050778,1699878,0.03619614,RNA
7752,ZN200_HUMAN,,,ENSG00000010539,158,SSD,53.67,None,LECA,226,3.06735204,7.90E-07,0.32601409,0,intermittent,4,6,FALSE,491,0.74158099,9166,0.25375453,NA
7753,ZN202_HUMAN,ZNF202,ZNF202,ENSG00000166261,158,SSD,43.34,None,LECA,1339,3.13364824,4.13E-06,0.31911686,0.04545455,intermittent,12,6,FALSE,102.5833333,0.73329397,39384,0.0994152,NA
7755,ZN205_HUMAN,ZNF205,ZNF205,ENSG00000122386,158,SSD,82.8,None,LECA,109,2.90225063,3.49E-06,0.34456018,0.05128205,intermittent,13,5,FALSE,321.3076923,0.76221867,95984,0.10130917,NA
7756,ZN207_HUMAN,ZNF207,ZNF207,ENSG00000010244,796,Singleton,7.62,None,Singleton,0,2.73948319,7.03E-06,0.36503235,0.21022067,intermittent,42,5,FALSE,309.7619048,0.7825646,211316,0.05698953,DNA
7757,ZN208_HUMAN,ZNF208,ZNF208,ENSG00000160321,9,SSD,94.96,None,LECA,703,4.02045013,0,0.24872837,0,intermittent,1,7,FALSE,9,0.62244373,0,0,NA
7760,ZN213_HUMAN,ZNF213,ZNF213,ENSG00000085644,158,SSD,45.24,None,LECA,109,3.56437899,8.00E-08,0.28055378,0.76190476,intermittent,7,6,FALSE,40.85714286,0.67945263,1132,0.24319728,NA
7761,ZN214_HUMAN,ZNF214,ZNF214,ENSG00000149050,105,SSD,70.2,None,LECA,254,3.1777716,1.05E-06,0.31468593,0.04545455,intermittent,12,6,FALSE,80.41666667,0.72777855,11188,0.10208866,NA
7762,ZN215_HUMAN,ZNF215,ZNF215,ENSG00000149054,105,SSD,80.06,None,LECA,109,3.09219228,6.60E-07,0.32339515,0,intermittent,3,6,FALSE,476.6666667,0.73847597,11930,0.34847375,NA
7763,ZFAN5_HUMAN,ZFAND5,ZFAND5,ENSG00000107372,615,Ohnolog,5.11,None,LECA,1418,2.83667685,5.69E-06,0.35252517,0.19166667,intermittent,16,5,FALSE,381.25,0.77041539,99166,0.09265564,NA
7764,ZN217_HUMAN,ZNF217,ZNF217,ENSG00000171940,435,SSD,77.51,None,LECA,232,2.6848569,2.03E-05,0.37245933,0.24876847,intermittent,29,5,FALSE,414.0344828,0.78939289,304042,0.06600765,NA
7766,ZN223_HUMAN,ZNF223,ZNF223,ENSG00000178386,43,SSD,95.03,None,LECA,254,3.04773548,8.44E-05,0.32811246,0.01581028,intermittent,23,6,FALSE,87.04347826,0.74403306,776580,0.05764207,NA
7767,ZN224_HUMAN,ZNF224,ZNF224,ENSG00000267680,67,SSD,92.27,None,LECA,89,2.981606,1.30E-05,0.33538972,0.06060606,intermittent,12,6,FALSE,228.8333333,0.75229925,139642,0.10676961,RNA
7768,ZN225_HUMAN,ZNF225,ZNF225,NA,NA,NA,NA,NA,NA,NA,3.54081689,2.50E-07,0.2824207,0,intermittent,2,6,FALSE,142,0.68239789,1398,0.5,NA
7769,ZN226_HUMAN,ZNF226,ZNF226,ENSG00000167380,615,SSD,83.89,None,LECA,89,3.000389,2.25E-06,0.33329012,0,intermittent,6,6,FALSE,413,0.74995138,51486,0.1842576,NA
7770,ZN227_HUMAN,ZNF227,ZNF227,ENSG00000131115,105,SSD,84.62,None,LECA,89,2.98210614,2.06E-06,0.33533347,0.03636364,intermittent,11,5,FALSE,262.0909091,0.75223673,34958,0.10981665,NA
7771,"ZF112_HUMAN,ZN112_HUMAN",ZNF112,ZNF112,ENSG00000062370,105,SSD,82.95,None,LECA,89,3.18532926,0,0.31393929,1,redundant,2,6,FALSE,419.5,0.72683384,0,0.51918317,NA
7773,ZN230_HUMAN,ZNF230,ZNF230,ENSG00000159882,29,SSD,89.77,None,LECA,254,3.33981662,5.40E-07,0.29941764,0.06666667,intermittent,6,6,FALSE,153.1666667,0.70752292,16854,0.21388499,NA
7775,ZN232_HUMAN,ZNF232,ZNF232,ENSG00000167840,105,SSD,85.22,None,LECA,109,2.99399833,5.47E-05,0.33400152,0.09898242,intermittent,47,6,FALSE,56.42553191,0.75075021,584318,0.0302068,NA
7776,ZN236_HUMAN,ZNF236,ZNF236,ENSG00000130856,615,Singleton,68.96,None,Singleton,0,3.02361767,3.90E-07,0.33072965,0,intermittent,3,5,FALSE,723.6666667,0.74704779,16562,0.34995964,NA
7779,ZNT1_HUMAN,SLC30A1,SLC30A1,ENSG00000170385,615,SSD,48.52,None,Opisthokonta,2342,2.92859128,2.29E-05,0.3414611,0.03030303,intermittent,22,5,FALSE,176.5454546,0.75892609,294258,0.05790969,Multi
7780,ZNT2_HUMAN,SLC30A2,SLC30A2,ENSG00000158014,435,Ohnolog,52.45,Dominant,Opisthokonta,2342,3.13198111,2.13E-05,0.31928673,0.11666667,intermittent,16,6,FALSE,79.125,0.73350236,161810,0.07390084,NA
7781,ZNT3_HUMAN,SLC30A3,SLC30A3,ENSG00000115194,311,Ohnolog,45.99,None,Opisthokonta,2342,3.12559044,3.59E-06,0.31993955,0.26666667,intermittent,10,6,FALSE,107.7,0.73430119,41018,0.11314406,NA
7782,ZNT4_HUMAN,SLC30A4,SLC30A4,ENSG00000104154,796,SSD,35.22,None,Opisthokonta,2342,2.94203946,3.18E-05,0.33990027,0.02849003,intermittent,27,5,FALSE,124.2222222,0.75724507,257332,0.04498895,RNA
7783,ZP2_HUMAN,ZP2,ZP2,ENSG00000103310,435,SSD,51.87,None,Chordata,2279,3.23928869,3.51E-06,0.30870975,0.16666667,intermittent,4,6,FALSE,190,0.72008891,32132,0.29153846,NA
7784,ZP3_HUMAN,ZP3,ZP3,ENSG00000188372,311,SSD,83.78,None,Homininae,7050,2.86907474,0.000142,0.34854442,0.09090909,intermittent,12,5,FALSE,375.9166667,0.76636566,999974,0.09545609,NA
7786,M3K12_HUMAN,MAP3K12,MAP3K12,ENSG00000139625,796,Ohnolog,24.82,None,LECA,113,2.75031953,1.30E-05,0.36359412,0.1503268,intermittent,18,5,FALSE,401.7222222,0.78121006,196966,0.07487878,NA
7789,ZXDA_HUMAN,ZXDA,ZXDA,ENSG00000198205,96,Ohnolog,75.51,None,LECA,491,3.64901361,0,0.27404666,1,intermittent,2,7,FALSE,26,0.6688733,0,0.52,NA
7791,ZYX_HUMAN,ZYX,ZYX,ENSG00000159840,435,Ohnolog,50.49,None,LECA,1430,2.55887747,0.000189,0.39079636,0.10134771,intermittent,106,5,FALSE,263.0660377,0.80514032,3023492,0.0318672,Multi
7795,NA,,,NA,NA,NA,NA,NA,NA,NA,3.14554043,0,0.3179104,0,redundant,1,6,FALSE,1229,0.73180745,0,0,NA
7798,LUZP1_HUMAN,LUZP1,LUZP1,ENSG00000169641,413,Ohnolog,58.01,None,LECA,3871,2.63556543,2.80E-05,0.37942522,0.20921986,intermittent,48,6,FALSE,329.1666667,0.79555432,500216,0.04667849,Multi
7799,PRDM2_HUMAN,PRDM2,PRDM2,ENSG00000116731,435,SSD,40.49,None,LECA,254,2.82472909,4.30E-06,0.35401625,0.33333333,intermittent,24,5,FALSE,484.9583333,0.77190886,151112,0.11772679,NA
7802,IDLC_HUMAN,DNALI1,DNALI1,ENSG00000163879,435,Singleton,31.03,None,Singleton,0,2.91141984,7.13E-06,0.34347502,0.125,intermittent,17,6,FALSE,229.1176471,0.76107252,85116,0.07082127,NA
7803,TP4A1_HUMAN,PTP4A1,PTP4A1,ENSG00000112245,615,Ohnolog,9.6,None,LECA,1213,2.75065296,6.54E-05,0.36355004,0.03544495,intermittent,52,6,FALSE,153.5192308,0.78116838,677750,0.02915515,NA
7804,LRP8_HUMAN,LRP8,LRP8,ENSG00000157193,615,Ohnolog,20.11,Unknown,LECA,898,2.69280356,4.98E-05,0.37136018,0.05,intermittent,41,5,FALSE,242.8780488,0.78839956,744686,0.03888685,NA
7805,LAPM5_HUMAN,LAPTM5,LAPTM5,ENSG00000162511,413,SSD,47.6,None,Vertebrata,860,2.94676299,3.72E-05,0.33935542,0.04433498,intermittent,29,6,FALSE,125.4482759,0.75665463,562526,0.05180984,NA
7809,BSND_HUMAN,BSND,BSND,ENSG00000162399,311,Singleton,78.77,Recessive,Singleton,0,2.96971381,6.59E-06,0.33673278,0.06666667,intermittent,6,6,FALSE,461.1666667,0.75378577,68692,0.17443182,NA
7812,CSDE1_HUMAN,CSDE1,CSDE1,ENSG00000009307,615,Singleton,7.61,None,Singleton,0,2.47574326,0.000255,0.4039191,0.14152514,intermittent,78,5,FALSE,413.3717949,0.81553209,3328752,0.04264861,RNA
7813,EVI5_HUMAN,EVI5,EVI5,ENSG00000067208,413,Ohnolog,14,None,LECA,255,2.92136705,4.57E-06,0.3423055,0.11764706,intermittent,17,5,FALSE,214.7647059,0.75982912,73396,0.07220781,NA
7818,RT29_HUMAN,DAP3,DAP3,ENSG00000132676,796,Singleton,56.64,None,Singleton,0,2.58105029,0.000324,0.38743918,0.13901099,intermittent,105,5,FALSE,319.7142857,0.80236871,5129846,0.04045811,RNA
7827,PODO_HUMAN,NPHS2,NPHS2,ENSG00000116218,615,SSD,43.66,Recessive,LECA,828,3.20761323,4.70E-07,0.31175829,0.4,intermittent,6,6,FALSE,117.1666667,0.72404835,5282,0.19180328,NA
7832,BTG2_HUMAN,BTG2,BTG2,ENSG00000159388,435,SSD,33.12,None,Vertebrata,5372,2.85184774,1.86E-05,0.35064986,0.13833992,intermittent,23,5,FALSE,239.5217391,0.76851903,208960,0.06280954,RNA
7834,NA,,,NA,NA,NA,NA,NA,NA,NA,3.38116143,0,0.29575636,0,intermittent,1,6,FALSE,163,0.70235482,0,0,NA
7837,PXDN_HUMAN,PXDN,PXDN,ENSG00000130508,615,Ohnolog,61.43,Recessive,LECA,80,2.72281189,4.26E-05,0.36726738,0.02279202,intermittent,27,5,FALSE,338.8888889,0.78464851,564902,0.05817012,NA
7840,ALMS1_HUMAN,ALMS1,ALMS1,ENSG00000116127,105,Ohnolog,78.65,Recessive,Chordata,3656,2.80789108,2.67E-05,0.35613917,0.03743316,intermittent,34,6,FALSE,193.1470588,0.77401361,340790,0.04229716,RNA
7841,MOGS_HUMAN,MOGS,MOGS,ENSG00000115275,796,Singleton,44.31,Recessive,Singleton,0,2.58360656,1.53E-05,0.38705584,0.22122449,intermittent,50,5,FALSE,554.24,0.80204918,769424,0.07010119,Multi
7844,RN103_HUMAN,RNF103,RNF103,ENSG00000239305,615,Singleton,29.78,None,Singleton,0,3.0599611,2.70E-07,0.32680154,0.05128205,intermittent,13,5,FALSE,188.1538462,0.74250486,9888,0.14437141,NA
7846,TBA1A_HUMAN,TUBA1A,TUBA1A,ENSG00000167552,615,SSD,4.83,None,LECA,440,2.26646291,0.00250605,0.44121613,0.06374356,intermittent,467,5,FALSE,194.2462527,0.84169214,37405198,0.01512519,Multi
7849,PAX8_HUMAN,PAX8,PAX8,ENSG00000125618,435,Ohnolog,7.48,Dominant,LECA,52,3.00833565,4.89E-06,0.33240972,0.13636364,intermittent,12,6,FALSE,194.4166667,0.74895804,58070,0.11356544,NA
7850,IL1R2_HUMAN,IL1R2,IL1R2,ENSG00000115590,435,SSD,84.23,None,Chordata,1527,2.9913865,2.56E-05,0.33429315,0.05342625,intermittent,42,6,FALSE,64.02380952,0.75107669,230472,0.03251854,NA
7851,MALL_HUMAN,MALL,MALL,ENSG00000144063,311,SSD,62.09,None,Bilateria,1521,3.0963601,1.28E-05,0.32295985,0.06666667,intermittent,10,6,FALSE,138.8,0.73795499,135678,0.1189166,NA
7852,CXCR4_HUMAN,CXCR4,CXCR4,ENSG00000121966,615,SSD,1.05,Dominant,Bilateria,3292,2.83400945,7.11E-05,0.35285697,0.06231095,intermittent,58,5,FALSE,118.8965517,0.77074882,788280,0.03103809,RNA
7855,FZD5_HUMAN,FZD5,FZD5,ENSG00000163251,435,Ohnolog,20.39,None,LECA,2351,3.06924146,7.31E-06,0.3258134,0.08088235,intermittent,17,5,FALSE,103,0.74134482,66374,0.06843778,NA
7857,SCG2_HUMAN,SCG2,SCG2,ENSG00000171951,435,Singleton,22.79,None,Singleton,0,2.96904696,1.55E-06,0.33680842,0.11111111,intermittent,10,6,FALSE,270.1,0.75386913,38078,0.1261927,NA
7862,BRPF1_HUMAN,BRPF1,BRPF1,ENSG00000156983,615,Ohnolog,15.78,Dominant,LECA,490,2.79516532,1.16E-05,0.35776059,0.32824859,intermittent,60,6,FALSE,306.45,0.77560433,337852,0.06716363,NA
7866,IFRD2_HUMAN,IFRD2,IFRD2,ENSG00000214706,796,Ohnolog,36.36,None,Vertebrata,127,2.77727146,5.20E-06,0.36006563,0.14705882,intermittent,17,6,FALSE,466.8235294,0.77784107,159456,0.09416987,DNA
7867,MAPK3_HUMAN,MAPKAPK3,MAPKAPK3,ENSG00000114738,796,Ohnolog,32.41,Dominant,LECA,1141,2.75565435,2.59E-05,0.36289022,0.09072581,intermittent,32,5,FALSE,263.15625,0.78054321,376156,0.05067209,NA
7869,SEM3B_HUMAN,SEMA3B,SEMA3B,ENSG00000012171,615,SSD,NA,None,LECA,11,2.87457627,8.70E-06,0.34787736,0.16666667,intermittent,9,5,FALSE,486.8888889,0.76567797,64604,0.1270007,NA
7870,NA,,,NA,NA,NA,NA,NA,NA,NA,3.59761045,0,0.27796228,0,intermittent,1,6,FALSE,41,0.67529869,0,0,NA
7871,SLMAP_HUMAN,SLMAP,SLMAP,ENSG00000163681,615,Ohnolog,9.72,None,LECA,204,2.9331481,4.31E-05,0.34093062,0.17391304,intermittent,46,6,FALSE,102.0652174,0.75835649,548020,0.04056066,RNA
7873,MANF_HUMAN,MANF,MANF,ENSG00000145050,796,Ohnolog,22.02,None,Vertebrata,6880,2.9584329,4.89E-05,0.33801679,0.01185771,intermittent,23,6,FALSE,125.2173913,0.75519589,524998,0.05496236,DNA
7874,UBP7_HUMAN,USP7,USP7,ENSG00000187555,796,SSD,6.46,None,LECA,438,2.35759933,0.00143088,0.42416028,0.0527657,intermittent,339,5,FALSE,200.5693215,0.83030008,20689246,0.01760743,Multi
7879,RAB7A_HUMAN,RAB7A,RAB7A,ENSG00000075785,796,SSD,32.78,Dominant,LECA,471,2.43056405,0.000465,0.41142713,0.07802607,intermittent,180,5,FALSE,212.6055556,0.82117949,6815148,0.02059172,Multi
7881,KCAB1_HUMAN,KCNAB1,KCNAB1,ENSG00000169282,615,Ohnolog,23.37,None,LECA,579,2.8,6.06E-05,0.35714286,0.17582418,intermittent,14,6,FALSE,448.2142857,0.775,708606,0.09349484,NA
7884,SLBP_HUMAN,SLBP,SLBP,ENSG00000163950,615,Singleton,41.08,None,Singleton,0,2.84017783,1.59E-05,0.35209063,0.09878049,intermittent,41,6,FALSE,229.2682927,0.76997777,257082,0.05857524,DNA
7903,SIA8D_HUMAN,ST8SIA4,ST8SIA4,ENSG00000113532,615,Ohnolog,15.35,None,Vertebrata,2088,2.8804668,0.000106,0.34716595,0.02890443,intermittent,66,6,FALSE,78.92424242,0.76494165,1298232,0.02435786,DNA
7905,REEP5_HUMAN,REEP5,REEP5,ENSG00000129625,796,Ohnolog,31.49,None,LECA,857,2.71164212,0.000329,0.36878023,0.0298103,intermittent,82,5,FALSE,110.4390244,0.78604473,2971560,0.01898279,Multi
7913,DEK_HUMAN,DEK,DEK,ENSG00000124795,615,Singleton,4.89,None,Singleton,0,2.58243957,7.40E-05,0.38723075,0.35231222,intermittent,87,5,FALSE,436.4597701,0.80219505,1896026,0.05486721,Multi
7915,SSDH_HUMAN,ALDH5A1,ALDH5A1,ENSG00000112294,796,SSD,66.91,None,LECA,119,2.93937205,4.89E-06,0.34020872,0.03636364,intermittent,11,6,FALSE,337,0.75757849,82572,0.11953221,DNA
7916,PRC2A_HUMAN,PRRC2A,PRRC2A,ENSG00000204469,435,Ohnolog,35.91,None,LECA,3809,2.57399278,0.000111,0.38850148,0.12971811,intermittent,92,5,FALSE,348.7173913,0.8032509,2174566,0.04355566,NA
7917,BAG6_HUMAN,BAG6,BAG6,ENSG00000204463,105,Singleton,36.26,None,Singleton,0,2.36393443,0.0019772,0.42302358,0.03464836,intermittent,312,5,FALSE,159.275641,0.8295082,22914910,0.01409048,Multi
7918,GPAN1_HUMAN,GPANK1,GPANK1,ENSG00000204438,158,Singleton,61.65,None,Singleton,0,2.84284523,2.02E-05,0.35176027,0.04575163,intermittent,18,6,FALSE,294.1666667,0.76964435,256654,0.07112672,Multi
7919,DX39B_HUMAN,DDX39B,DDX39B,ENSG00000198563,435,SSD,13.31,None,LECA,732,2.40639066,0.000185,0.41556012,0.14981899,intermittent,190,5,FALSE,289.8789474,0.82420117,4326866,0.02701777,Multi
7920,ABHGA_HUMAN,ABHD16A,ABHD16A,ENSG00000204427,435,SSD,34.5,None,Opisthokonta,1977,2.88785774,4.30E-05,0.34627745,0.04333333,intermittent,25,5,FALSE,177.16,0.76401778,440990,0.05171303,DNA
7922,S39A7_HUMAN,SLC39A7,SLC39A7,ENSG00000112473,796,SSD,46.89,None,LECA,3291,2.72331203,6.81E-06,0.36719993,0.11255411,intermittent,22,5,FALSE,499,0.784586,190354,0.08539756,RNA
7923,DHB8_HUMAN,HSD17B8,HSD17B8,ENSG00000204228,796,SSD,52.02,None,LECA,371,2.84534593,1.10E-05,0.35145112,0.07189542,intermittent,18,6,FALSE,292.1666667,0.76933176,152678,0.07067162,NA
7936,NELFE_HUMAN,NELFE,NELFE,ENSG00000204356,615,Singleton,27.42,None,Singleton,0,2.78288413,1.09E-05,0.35933943,0.13563218,intermittent,30,5,FALSE,288.6666667,0.77713948,181756,0.05995842,DNA
7940,LST1_HUMAN,LST1,LST1,ENSG00000204482,105,Singleton,95.25,None,Singleton,0,3.4745207,0.000111,0.28780948,0,intermittent,4,6,FALSE,37,0.69068491,1230300,0.25352113,NA
7941,PAFA_HUMAN,PLA2G7,PLA2G7,ENSG00000146070,615,Ohnolog,64.94,None,Gnathostomata,6991,3.06185051,1.00E-07,0.32659988,0.33333333,intermittent,3,6,FALSE,552.3333333,0.74226869,3298,0.36702128,NA
7942,TFEB_HUMAN,TFEB,TFEB,ENSG00000112561,435,Ohnolog,15.29,None,Bilateria,852,2.87868852,1.13E-05,0.34738041,0.09605911,intermittent,29,6,FALSE,222.7931035,0.76516393,156064,0.06517676,NA
7957,EPM2A_HUMAN,EPM2A,EPM2A,ENSG00000112425,615,SSD,38.74,None,LECA,1217,2.86057238,9.15E-06,0.34958039,0.12250712,intermittent,27,6,FALSE,213.2592593,0.76742845,141982,0.06063959,NA
7965,AIMP2_HUMAN,AIMP2,AIMP2,ENSG00000106305,615,Singleton,41.23,None,Singleton,0,2.46451792,0.000179,0.40575887,0.13735905,intermittent,147,5,FALSE,274.3469388,0.81693526,3824208,0.02805835,Multi
7975,MAFK_HUMAN,MAFK,MAFK,ENSG00000198517,615,Ohnolog,40.15,None,Bilateria,4894,2.86307308,6.84E-06,0.34927505,0.31904762,intermittent,21,5,FALSE,325.1904762,0.76711587,119588,0.08880133,NA
7976,FZD3_HUMAN,FZD3,FZD3,ENSG00000104290,615,Ohnolog,14.63,None,LECA,2351,3.27829953,0.000118,0.30503619,0.08333333,intermittent,16,6,FALSE,58.25,0.71521256,1492974,0.08924419,NA
7978,"MTERF_HUMAN,MTEF1_HUMAN",MTERF1,MTERF1,ENSG00000127989,615,SSD,69.53,None,Vertebrata,4084,3.04734649,1.84E-06,0.32815435,0,intermittent,10,6,FALSE,187.6,0.74408169,20744,0.11832594,NA
7979,DSS1_HUMAN,SEM1,SEM1,ENSG00000127922,43,Singleton,NA,None,Singleton,0,2.62750764,0.000344,0.38058881,0.11361656,intermittent,136,5,FALSE,171.4338235,0.79656154,5610098,0.02444546,NA
7980,TFPI2_HUMAN,TFPI2,TFPI2,ENSG00000105825,615,SSD,80.33,None,Bilateria,31,3.34826341,7.10E-07,0.29866229,0.1,intermittent,5,6,FALSE,74.4,0.70646707,6728,0.21705882,NA
7982,ST7_HUMAN,ST7,ST7,ENSG00000004866,796,Ohnolog,8.29,None,Gnathostomata,54,2.88535704,5.71E-05,0.34657756,0.02620968,intermittent,32,5,FALSE,135.625,0.76433037,584382,0.0402544,NA
7984,ARHG5_HUMAN,ARHGEF5,ARHGEF5,ENSG00000050327,105,Ohnolog,75.24,None,Chordata,553,2.67679911,3.44E-05,0.37358052,0.10144928,intermittent,24,5,FALSE,413.4166667,0.79040011,304350,0.06400424,NA
7988,ZN212_HUMAN,ZNF212,ZNF212,ENSG00000170260,311,SSD,67.39,None,LECA,1336,3.00583495,1.32E-05,0.33268626,0.04516129,intermittent,31,6,FALSE,74,0.74927063,138840,0.04118857,NA
7991,TUSC3_HUMAN,TUSC3,TUSC3,ENSG00000104723,796,Ohnolog,34.41,None,Gnathostomata,2155,2.82861906,4.03E-05,0.3535294,0.0326087,intermittent,24,5,FALSE,237.4583333,0.77142262,510318,0.05492424,RNA
7993,UBXN8_HUMAN,UBXN8,UBXN8,ENSG00000104691,435,SSD,NA,None,LECA,2393,2.85668241,1.32E-05,0.35005641,0.10541311,intermittent,27,5,FALSE,220.962963,0.7679147,203952,0.05860838,NA
7994,KAT6A_HUMAN,KAT6A,KAT6A,ENSG00000083168,435,Ohnolog,19,None,LECA,248,2.6848569,2.60E-05,0.37245933,0.32131148,intermittent,61,5,FALSE,367.6393443,0.78939289,675752,0.05831322,NA
8000,PSCA_HUMAN,PSCA,PSCA,ENSG00000167653,311,SSD,89.58,None,Amniota,8355,3.0706863,3.50E-06,0.3256601,0,intermittent,3,5,FALSE,599,0.74116421,15300,0.335578,NA
8001,GLRA3_HUMAN,GLRA3,GLRA3,ENSG00000145451,615,Ohnolog,31.77,None,Bilateria,262,3.3747152,1.00E-08,0.2963213,0,intermittent,2,6,FALSE,118.5,0.7031606,236,0.50646552,NA
8013,NR4A3_HUMAN,,,ENSG00000119508,796,Ohnolog,5.93,None,Vertebrata,3940,2.98255071,3.42E-06,0.33528349,0.13333333,intermittent,6,6,FALSE,468.1666667,0.75218116,31150,0.19774489,NA
8019,BRD3_HUMAN,BRD3,BRD3,ENSG00000169925,615,Ohnolog,49.49,None,LECA,207,2.54948597,3.60E-05,0.39223593,0.19692308,intermittent,26,5,FALSE,650.3461539,0.80631425,1009872,0.07577999,RNA
8021,NU214_HUMAN,NUP214,NUP214,ENSG00000126883,105,SSD,53.65,None,LECA,4459,2.582384,4.42E-05,0.38723908,0.18788411,intermittent,68,5,FALSE,400.4264706,0.802202,1018694,0.05077128,Multi
8022,LHX3_HUMAN,LHX3,LHX3,ENSG00000107187,615,Ohnolog,23.38,None,LECA,348,3.40661295,4.60E-07,0.2935467,0.21428571,intermittent,8,6,FALSE,24.375,0.69917338,4496,0.15665584,NA
8027,STAM1_HUMAN,STAM,STAM,ENSG00000136738,615,Ohnolog,25.25,None,LECA,1377,2.7323701,2.92E-05,0.36598263,0.1072695,intermittent,48,5,FALSE,207.0625,0.78345374,435812,0.03742542,NA
8028,AF10_HUMAN,MLLT10,MLLT10,ENSG00000078403,615,Ohnolog,9.19,None,LECA,490,2.86407335,2.67E-05,0.34915307,0.12987013,intermittent,22,6,FALSE,222.4090909,0.76699083,331944,0.06157139,NA
8029,CUBN_HUMAN,CUBN,CUBN,ENSG00000107611,105,SSD,67.86,None,LECA,343,2.97365935,5.11E-06,0.336286,0.15384615,intermittent,13,6,FALSE,220.5384615,0.75329258,60868,0.09798291,DNA
8030,CCDC6_HUMAN,CCDC6,CCDC6,ENSG00000108091,796,Singleton,21.24,None,Singleton,0,2.52292303,9.33E-05,0.39636564,0.12167832,intermittent,66,5,FALSE,353.2121212,0.80963462,1482026,0.03942134,NA
8031,NCOA4_HUMAN,NCOA4,NCOA4,ENSG00000266412,311,Singleton,49.7,None,Singleton,0,2.77688247,1.10E-05,0.36011607,0.10887097,intermittent,32,5,FALSE,275.4375,0.77788969,227846,0.05726025,NA
8034,GDC_HUMAN,SLC25A16,SLC25A16,ENSG00000122912,615,SSD,13.89,None,LECA,53,3.03239789,1.55E-05,0.32977203,0.0047619,intermittent,21,6,FALSE,102.9047619,0.74595026,135152,0.0568879,NA
8036,SHOC2_HUMAN,SHOC2,SHOC2,ENSG00000108061,413,SSD,5.7,None,LECA,415,2.62078355,2.45E-05,0.38156528,0.25724638,intermittent,24,5,FALSE,567.625,0.79740206,345212,0.07676833,DNA
8038,ADA12_HUMAN,ADAM12,ADAM12,ENSG00000148848,105,Ohnolog,56.23,None,Bilateria,180,3.01267019,4.59E-06,0.33193146,0.06593407,intermittent,14,6,FALSE,176.8571429,0.74841623,49870,0.10016234,NA
8045,RASF7_HUMAN,RASSF7,RASSF7,ENSG00000099849,435,Ohnolog,80.82,None,LECA,1755,2.90552931,1.24E-05,0.34417137,0.08901515,intermittent,33,6,FALSE,136.4848485,0.76180884,152156,0.04512342,NA
8048,CSRP3_HUMAN,CSRP3,CSRP3,ENSG00000129170,435,Ohnolog,14.72,None,LECA,4856,3.12570158,2.29E-06,0.31992817,0.01666667,intermittent,16,6,FALSE,75.6875,0.7342873,24710,0.07889884,NA
