Gene_id,Gene_Name,Ortho_Age,Paralog_status,Haplosufficiency_Rank,PPI_connectivity,Disease_Association,Family_Root,Family_ID
ENSG00000117411,B4GALT2,615,Ohnolog,25.73,862,Unknown,Bilateria,388
ENSG00000117419,ERI3,796,SSD,4.21,720,Unknown,LECA,2386
ENSG00000117425,PTCH2,615,Ohnolog,37.2,1154,Dominant,LECA,306
ENSG00000117448,AKR1A1,615,SSD,25.29,1212,Unknown,LECA,579
ENSG00000117450,PRDX1,615,Ohnolog,6.02,3344,Recessive,Opisthokonta,3799
ENSG00000117461,PIK3R3,413,Ohnolog,4.59,1710,Unknown,Bilateria,2564
ENSG00000117472,TSPAN1,615,SSD,72.2,724,Unknown,Bilateria,1
ENSG00000117475,BLZF1,435,Singleton,48.7,688,None,Singleton,0
ENSG00000117477,CCDC181,435,Singleton,58.48,290,None,Singleton,0
ENSG00000117479,SLC19A2,615,Ohnolog,50.55,948,Recessive,Vertebrata,479
ENSG00000117480,FAAH,351,SSD,46.71,1354,Unknown,LECA,3803
ENSG00000117481,NSUN4,796,SSD,43.06,1588,Unknown,LECA,443
ENSG00000117500,TMED5,615,Ohnolog,34.3,848,Unknown,LECA,1416
ENSG00000117501,MROH9,105,SSD,86.15,214,None,Bilateria,2052
ENSG00000117505,DR1,796,SSD,4.13,1334,Unknown,LECA,3807
ENSG00000117519,CNN3,435,Ohnolog,19.98,1424,Unknown,LECA,730
ENSG00000117523,PRRC2C,413,Ohnolog,38.23,800,Unknown,LECA,3809
ENSG00000117525,F3,435,SSD,55.67,1886,Unknown,Vertebrata,312
ENSG00000117528,ABCD3,796,SSD,15.03,992,Recessive,LECA,2129
ENSG00000117533,VAMP4,105,SSD,10.48,2040,Unknown,LECA,539
ENSG00000117543,DPH5,796,Singleton,17.9,1448,Unknown,Singleton,0
ENSG00000117560,FASLG,435,SSD,7.98,2888,Dominant,Chordata,2167
ENSG00000117569,PTBP2,796,Ohnolog,8.18,1318,Unknown,LECA,247
ENSG00000117586,TNFSF4,105,Singleton,79.8,1240,Unknown,Singleton,0
ENSG00000117592,PRDX6,435,SSD,30.98,2546,Unknown,Opisthokonta,3799
ENSG00000117593,DARS2,615,SSD,28.68,0,Recessive,LECA,759
ENSG00000117594,HSD11B1,413,SSD,59.86,1646,Dominant,LECA,1245
ENSG00000117595,IRF6,435,SSD,2.03,1634,Dominant,Chordata,3818
ENSG00000117597,UTP25,796,Singleton,NA,1466,None,Singleton,0
ENSG00000117598,PLPPR5,435,Ohnolog,NA,464,Unknown,LECA,821
ENSG00000117600,PLPPR4,615,Ohnolog,NA,590,Unknown,LECA,821
ENSG00000117601,SERPINC1,615,Ohnolog,27.16,2052,Both,LECA,339
ENSG00000117602,RCAN3,435,Ohnolog,41.28,796,Unknown,Bilateria,3822
ENSG00000117614,SYF2,796,Singleton,36.09,1294,Unknown,Singleton,0
ENSG00000117616,RSRP1,311,SSD,83.71,272,None,LECA,1937
ENSG00000117620,SLC35A3,158,SSD,19.42,1036,Recessive,LECA,2149
ENSG00000117625,RCOR3,615,Ohnolog,13.06,954,None,Bilateria,1536
ENSG00000117632,STMN1,615,SSD,7.09,2496,Unknown,Chordata,309
ENSG00000117640,MTFR1L,615,SSD,26.32,118,None,Vertebrata,813
ENSG00000117643,MAN1C1,435,Ohnolog,35.95,542,Unknown,LECA,1467
ENSG00000117650,NEK2,615,SSD,25.91,2690,Recessive,LECA,3480
ENSG00000117676,RPS6KA1,413,Ohnolog,11.98,1894,Unknown,LECA,944
ENSG00000117682,DHDDS,796,Singleton,5.63,1594,Both,Singleton,0
ENSG00000117691,NENF,615,Ohnolog,57.74,996,Unknown,Singleton,0
ENSG00000117697,NSL1,435,Singleton,63.97,594,Unknown,Singleton,0
ENSG00000117707,PROX1,615,Ohnolog,0.94,1862,Unknown,Vertebrata,3831
ENSG00000117713,ARID1A,105,Ohnolog,9.63,2144,Dominant,LECA,546
ENSG00000117724,CENPF,96,Singleton,59.38,1708,Recessive,Singleton,0
ENSG00000117748,RPA2,615,SSD,23.96,1950,Unknown,LECA,2825
ENSG00000117751,PPP1R8,796,SSD,12,1162,Unknown,LECA,3834
ENSG00000117758,STX12,796,Ohnolog,29.51,1776,Unknown,LECA,1231
ENSG00000117791,MARC2,435,SSD,76.5,446,Unknown,Bilateria,1086
ENSG00000117834,SLC5A9,615,Ohnolog,55.87,500,None,Bilateria,1822
ENSG00000117859,OSBPL9,796,SSD,19.62,470,Unknown,LECA,101
ENSG00000117862,TXNDC12,615,SSD,35.06,1092,Unknown,Vertebrata,2699
ENSG00000117868,ESYT2,615,Ohnolog,55.86,688,Unknown,LECA,3840
ENSG00000117877,CD3EAP,105,Singleton,92.96,628,Unknown,Singleton,0
ENSG00000117899,MESD,796,Singleton,NA,564,Unknown,Singleton,0
ENSG00000117906,RCN2,796,SSD,17.38,1402,Unknown,Bilateria,544
ENSG00000117971,CHRNB4,615,SSD,59.88,1566,Unknown,Bilateria,262
ENSG00000117983,MUC5B,29,Ohnolog,94.15,1678,Dominant,LECA,599
ENSG00000117984,CTSD,796,Ohnolog,51.46,3612,Recessive,Opisthokonta,1700
ENSG00000118004,COLEC11,615,SSD,55.58,610,Recessive,LECA,3845
ENSG00000118007,STAG1,796,Ohnolog,8.33,1522,Dominant,LECA,814
ENSG00000118017,A4GNT,413,SSD,73.87,376,Unknown,LECA,3847
ENSG00000118046,STK11,796,SSD,15.32,4276,Dominant,LECA,43
ENSG00000118058,KMT2A,435,Ohnolog,17.01,4526,Dominant,LECA,610
ENSG00000118094,TREH,796,Singleton,63.23,1552,Recessive,Singleton,0
ENSG00000118096,IFT46,796,Singleton,31.01,530,None,Singleton,0
ENSG00000118113,MMP8,158,SSD,69.34,1688,Unknown,LECA,193
ENSG00000118137,APOA1,435,SSD,29.25,3308,Both,LECA,3045
ENSG00000118156,ZNF541,311,Ohnolog,75.07,978,None,Bilateria,1536
ENSG00000118160,SLC8A2,796,Ohnolog,58.19,2326,Unknown,LECA,1940
ENSG00000118162,KPTN,615,Singleton,65.47,452,Recessive,Singleton,0
ENSG00000118181,RPS25,615,Singleton,19.87,2350,Unknown,Singleton,0
ENSG00000118193,KIF14,435,SSD,66.58,2374,Recessive,LECA,592
ENSG00000118194,TNNT2,413,Ohnolog,56.44,1736,Dominant,LECA,2459
ENSG00000118197,DDX59,615,SSD,76.66,2504,Recessive,LECA,732
ENSG00000118200,CAMSAP2,435,Ohnolog,38.67,750,Unknown,Chordata,1120
ENSG00000118217,ATF6,435,Ohnolog,26.14,1994,Recessive,Bilateria,663
ENSG00000118231,CRYGD,158,SSD,51.78,470,Dominant,LECA,1238
ENSG00000118242,MREG,615,Singleton,30.93,460,Unknown,Singleton,0
ENSG00000118245,TNP1,158,Singleton,29.86,998,Unknown,Singleton,0
ENSG00000118246,FASTKD2,435,SSD,67.32,622,Recessive,LECA,3860
ENSG00000118257,NRP2,615,SSD,3.46,724,Unknown,LECA,343
ENSG00000118260,CREB1,615,Ohnolog,0.23,5878,Unknown,Bilateria,663
ENSG00000118263,KLF7,615,Ohnolog,5.04,1158,Unknown,LECA,820
ENSG00000118271,TTR,435,SSD,3.23,3718,None,Gnathostomata,3864
ENSG00000118276,B4GALT6,615,SSD,23.89,686,Unknown,Bilateria,388
ENSG00000118292,C1orf54,105,Singleton,NA,100,None,Singleton,0
ENSG00000118298,CA14,615,Ohnolog,49.26,668,Unknown,LECA,697
ENSG00000118307,CASC1,435,Singleton,84.23,578,Unknown,Singleton,0
ENSG00000118308,LRMP,435,SSD,70.34,932,Unknown,Gnathostomata,999
ENSG00000118322,ATP10B,105,Ohnolog,55.53,1288,None,LECA,597
ENSG00000118363,SPCS2,796,Singleton,22.25,784,None,Singleton,0
ENSG00000118369,USP35,435,Ohnolog,60.83,1052,None,LECA,438
ENSG00000118402,ELOVL4,796,SSD,28.94,1444,Both,LECA,269
ENSG00000118407,FILIP1,615,Ohnolog,26.62,412,Unknown,LECA,3871
ENSG00000118412,CASP8AP2,311,Singleton,NA,780,Unknown,Singleton,0
ENSG00000118418,HMGN3,435,SSD,24.65,500,Unknown,Euteleostomi,3872
ENSG00000118420,UBE3D,435,Singleton,74.71,724,Unknown,Singleton,0
ENSG00000118432,CNR1,615,Ohnolog,1.59,2752,Unknown,Chordata,724
ENSG00000118434,SPACA1,311,Singleton,66.54,404,Unknown,Singleton,0
ENSG00000118454,ANKRD13C,796,SSD,23.04,262,Unknown,LECA,1111
ENSG00000118473,SGIP1,435,Ohnolog,17.25,1948,Unknown,LECA,148
ENSG00000118482,PHF3,435,Ohnolog,36.85,1136,Unknown,LECA,2009
ENSG00000118491,ZC2HC1B,311,SSD,58.87,124,None,LECA,2372
ENSG00000118492,ADGB,435,SSD,81.7,986,Unknown,LECA,295
ENSG00000118495,PLAGL1,615,SSD,60.44,1124,Unknown,LECA,1339
ENSG00000118496,FBXO30,615,SSD,24.62,702,Unknown,Vertebrata,3880
ENSG00000118503,TNFAIP3,615,SSD,8.85,2308,Dominant,Bilateria,3881
ENSG00000118507,AKAP7,615,SSD,52.79,692,None,Chordata,3882
ENSG00000118508,RAB32,311,Ohnolog,52.34,1180,Unknown,LECA,471
ENSG00000118513,MYB,615,Ohnolog,1.04,3488,Unknown,LECA,1705
ENSG00000118514,ALDH8A1,796,SSD,50.43,1404,Unknown,LECA,119
ENSG00000118515,SGK1,435,Ohnolog,3.54,3386,Unknown,LECA,874
ENSG00000118518,RNF146,796,Singleton,97.65,662,Unknown,Singleton,0
ENSG00000118520,ARG1,796,Ohnolog,33.51,2448,Recessive,Bilateria,1271
ENSG00000118523,CCN2,615,SSD,NA,2988,Unknown,Bilateria,713
ENSG00000118526,TCF21,615,Ohnolog,7.41,1192,Unknown,Bilateria,3356
ENSG00000118557,PMFBP1,105,Singleton,58.23,242,Recessive,Singleton,0
ENSG00000118564,FBXL5,615,SSD,23.19,1078,Unknown,LECA,91
ENSG00000118579,MED28,796,Singleton,37.48,888,Unknown,Singleton,0
ENSG00000118596,SLC16A7,615,Ohnolog,68.25,706,Unknown,LECA,1820
ENSG00000118600,RXYLT1,351,Singleton,NA,360,Recessive,Singleton,0
ENSG00000118620,ZNF430,43,SSD,94.07,412,None,LECA,3892
ENSG00000118640,VAMP8,796,SSD,34.73,2278,Unknown,LECA,539
ENSG00000118655,DCLRE1B,176,SSD,58.35,0,Unknown,Opisthokonta,3894
ENSG00000118680,MYL12B,615,Ohnolog,26.69,3004,Unknown,LECA,2045
ENSG00000118689,FOXO3,435,Ohnolog,5.02,4212,Unknown,Opisthokonta,549
ENSG00000118690,ARMC2,413,Singleton,60.01,718,Recessive,Singleton,0
ENSG00000118702,GHRH,413,SSD,11.05,1150,Unknown,Gnathostomata,3897
ENSG00000118705,RPN2,796,Singleton,29.64,1250,Unknown,Singleton,0
ENSG00000118707,TGIF2,435,SSD,30.18,710,Unknown,LECA,2522
ENSG00000118729,CASQ2,796,Ohnolog,18.61,994,Recessive,LECA,3899
ENSG00000118733,OLFM3,413,Ohnolog,16.55,2076,Unknown,LECA,426
ENSG00000118762,PKD2,615,Ohnolog,12.05,1290,Dominant,LECA,194
ENSG00000118777,ABCG2,351,SSD,32.14,2742,None,LECA,3902
ENSG00000118785,SPP1,311,Singleton,56.78,3248,Unknown,Singleton,0
ENSG00000118804,STBD1,311,Singleton,NA,472,Unknown,Singleton,0
ENSG00000118816,CCNI,615,Ohnolog,13.05,2554,None,LECA,2473
ENSG00000118849,RARRES1,413,SSD,85.98,596,Unknown,Euteleostomi,1207
ENSG00000118855,MFSD1,796,SSD,50.31,540,None,LECA,2992
ENSG00000118873,RAB3GAP2,615,Singleton,51.08,826,Recessive,Singleton,0
ENSG00000118894,EEF2KMT,311,SSD,84.61,372,Unknown,Hominidae,3906
ENSG00000118898,PPL,435,SSD,25.3,2462,Unknown,LECA,3907
ENSG00000118900,UBN1,311,SSD,31.82,970,Unknown,Chordata,3908
ENSG00000118922,KLF12,615,Ohnolog,4.25,1014,Unknown,LECA,820
ENSG00000118939,UCHL3,615,Ohnolog,6.54,1530,Unknown,Opisthokonta,3720
ENSG00000118946,PCDH17,435,SSD,8.35,1412,Unknown,LECA,1287
ENSG00000118960,HS1BP3,615,Singleton,81.62,220,Unknown,Singleton,0
ENSG00000118961,LDAH,796,Singleton,76.62,742,Unknown,Singleton,0
ENSG00000118965,WDR35,796,SSD,44.05,750,Recessive,LECA,1173
ENSG00000118971,CCND2,615,Ohnolog,2.32,2948,Dominant,LECA,2473
ENSG00000118972,FGF23,435,SSD,63.54,1600,Dominant,Bilateria,906
ENSG00000118985,ELL2,435,Ohnolog,19.26,986,Unknown,Bilateria,1731
ENSG00000118997,DNAH7,796,SSD,48.83,1538,Unknown,LECA,146
ENSG00000119004,CYP20A1,615,Singleton,35.4,698,None,Singleton,0
ENSG00000119013,NDUFB3,796,Singleton,50.55,1176,Recessive,Singleton,0
ENSG00000119041,GTF3C3,796,Singleton,30.03,1116,Unknown,Singleton,0
ENSG00000119042,SATB2,615,SSD,1.6,1374,Dominant,Vertebrata,3917
ENSG00000119048,UBE2B,796,Ohnolog,5.53,3744,Unknown,LECA,1134
ENSG00000119121,TRPM6,615,Ohnolog,33.52,828,Recessive,LECA,937
ENSG00000119125,GDA,796,Singleton,29.88,1048,Unknown,Singleton,0
ENSG00000119138,KLF9,435,Ohnolog,11.54,1484,Unknown,LECA,820
ENSG00000119139,TJP2,615,Ohnolog,31.7,1336,Recessive,LECA,2336
ENSG00000119147,C2orf40,435,Singleton,NA,428,Unknown,Singleton,0
ENSG00000119185,ITGB1BP1,615,Singleton,39.18,508,Unknown,Singleton,0
ENSG00000119203,CPSF3,796,SSD,7.63,2766,None,LECA,2352
ENSG00000119227,PIGZ,158,Singleton,74.44,358,Unknown,Singleton,0
ENSG00000119231,SENP5,435,Ohnolog,10.84,920,Unknown,LECA,1216
ENSG00000119242,CCDC92,615,Singleton,68.78,402,None,Singleton,0
ENSG00000119280,C1orf198,351,Singleton,NA,56,None,Singleton,0
ENSG00000119283,TRIM67,435,Ohnolog,51.85,1222,Unknown,LECA,1247
ENSG00000119285,HEATR1,796,Singleton,47.61,1958,None,Singleton,0
ENSG00000119314,PTBP3,796,Ohnolog,14.37,936,Unknown,LECA,247
ENSG00000119318,RAD23B,435,Ohnolog,18.17,4894,Unknown,LECA,3926
ENSG00000119321,FKBP15,435,SSD,46.15,2892,Unknown,LECA,40
ENSG00000119326,CTNNAL1,796,SSD,23.64,1332,Unknown,Bilateria,427
ENSG00000119328,ABITRAM,796,Singleton,NA,378,None,Singleton,0
ENSG00000119333,WDR34,615,SSD,71.5,718,Recessive,LECA,1144
ENSG00000119335,SET,15,Ohnolog,2.03,3110,Dominant,LECA,3930
ENSG00000119383,PTPA,796,Singleton,NA,2748,Unknown,Singleton,0
ENSG00000119392,GLE1,615,Singleton,43.09,1434,Recessive,Singleton,0
ENSG00000119396,RAB14,796,SSD,7.4,3206,Unknown,LECA,471
ENSG00000119397,CNTRL,73,Singleton,38.32,1672,Unknown,Singleton,0
ENSG00000119401,TRIM32,435,SSD,26.93,1912,Recessive,LECA,1247
ENSG00000119402,FBXW2,615,Singleton,10.97,1612,Unknown,Singleton,0
ENSG00000119403,PHF19,435,Ohnolog,23.59,988,Unknown,Vertebrata,3295
ENSG00000119408,NEK6,435,Ohnolog,26,1200,Unknown,LECA,3480
ENSG00000119411,BSPRY,435,SSD,55.74,622,None,LECA,1247
ENSG00000119414,PPP6C,796,SSD,7.52,4434,Unknown,LECA,258
ENSG00000119421,NDUFA8,796,Singleton,29.02,1320,Unknown,Singleton,0
ENSG00000119431,HDHD3,796,SSD,65.69,572,None,Opisthokonta,3937
ENSG00000119446,RBM18,796,Singleton,13.81,136,None,Singleton,0
ENSG00000119457,SLC46A2,615,Ohnolog,60.31,606,Unknown,Chordata,1108
ENSG00000119471,HSDL2,796,SSD,33.45,1454,None,LECA,1245
ENSG00000119487,MAPKAP1,158,Singleton,1.7,1174,Unknown,Singleton,0
ENSG00000119508,NR4A3,796,Ohnolog,5.93,1218,Unknown,Vertebrata,3940
ENSG00000119509,INVS,615,Singleton,32.05,2490,Recessive,Singleton,0
ENSG00000119514,GALNT12,615,SSD,59.91,664,Unknown,LECA,1933
ENSG00000119522,DENND1A,73,Ohnolog,2.52,476,Unknown,LECA,3942
ENSG00000119523,ALG2,796,SSD,54.65,1136,Recessive,LECA,3943
ENSG00000119535,CSF3R,435,SSD,71.67,1744,Recessive,Vertebrata,100
ENSG00000119537,KDSR,796,SSD,43.24,0,Recessive,LECA,3945
ENSG00000119541,VPS4B,796,Ohnolog,25.94,1322,Unknown,LECA,342
ENSG00000119547,ONECUT2,615,Ohnolog,12.99,954,Unknown,LECA,3947
ENSG00000119559,C19orf25,435,Singleton,NA,118,None,Singleton,0
ENSG00000119574,ZBTB45,435,SSD,84.3,458,None,LECA,261
ENSG00000119596,YLPM1,435,Singleton,23.71,456,None,Singleton,0
ENSG00000119599,DCAF4,158,SSD,62.35,356,Unknown,LECA,144
ENSG00000119608,PROX2,615,Ohnolog,75.78,568,Unknown,Vertebrata,3831
ENSG00000119614,VSX2,615,Ohnolog,4.64,1298,Unknown,LECA,52
ENSG00000119616,FCF1,615,SSD,9.68,1354,None,Opisthokonta,3952
ENSG00000119630,PGF,435,SSD,24.37,1510,Unknown,LECA,3318
ENSG00000119632,IFI27L2,435,SSD,94.94,312,Unknown,Euteleostomi,3954
ENSG00000119636,BBOF1,435,SSD,NA,158,None,LECA,3955
ENSG00000119638,NEK9,615,SSD,9.62,2024,Recessive,LECA,3480
ENSG00000119640,ACYP1,615,SSD,42.69,544,Unknown,Vertebrata,3957
ENSG00000119650,IFT43,435,Singleton,67.39,944,Recessive,Singleton,0
ENSG00000119655,NPC2,796,Singleton,61.93,1234,Recessive,Singleton,0
ENSG00000119661,DNAL1,796,Singleton,20.13,1294,Recessive,Singleton,0
ENSG00000119669,IRF2BPL,615,Ohnolog,48.88,714,Dominant,Bilateria,3958
ENSG00000119673,ACOT2,351,SSD,80.08,924,Unknown,Gnathostomata,3959
ENSG00000119681,LTBP2,435,SSD,38.39,1332,Recessive,LECA,543
ENSG00000119682,AREL1,796,SSD,18.38,1844,Unknown,LECA,20
ENSG00000119684,MLH3,615,SSD,40.57,1510,Unknown,LECA,738
ENSG00000119685,TTLL5,435,Singleton,12.66,812,Recessive,Singleton,0
ENSG00000119686,FLVCR2,796,Ohnolog,46.63,538,Recessive,Bilateria,3963
ENSG00000119688,ABCD4,796,SSD,36.57,1020,Recessive,LECA,2129
ENSG00000119689,DLST,796,SSD,19.53,1648,Dominant,LECA,3059
ENSG00000119698,PPP4R4,435,Singleton,46.8,1096,Unknown,Singleton,0
ENSG00000119699,TGFB3,615,Ohnolog,1.85,2088,Dominant,Bilateria,1646
ENSG00000119703,ZC2HC1C,311,Singleton,77.29,144,None,Singleton,0
ENSG00000119705,SLIRP,615,Singleton,63.53,3032,Unknown,Singleton,0
ENSG00000119707,RBM25,796,Singleton,6.67,3044,Unknown,Singleton,0
ENSG00000119711,ALDH6A1,796,SSD,20.3,1074,Recessive,LECA,119
ENSG00000119714,GPR68,615,SSD,41.67,788,Recessive,Gnathostomata,3968
ENSG00000119715,ESRRB,435,Ohnolog,10.39,1530,Recessive,Bilateria,1298
ENSG00000119718,EIF2B2,796,SSD,14.74,1612,Recessive,LECA,446
ENSG00000119720,NRDE2,615,Singleton,69.92,594,None,Singleton,0
ENSG00000119723,COQ6,796,SSD,42.22,1402,Recessive,LECA,3752
ENSG00000119725,ZNF410,435,SSD,24.64,712,None,LECA,261
ENSG00000119729,RHOQ,615,SSD,10.46,3504,Unknown,LECA,196
ENSG00000119737,GPR75,435,SSD,58.07,328,Unknown,Bilateria,1059
ENSG00000119760,SUPT7L,615,Singleton,33.58,352,Unknown,Singleton,0
ENSG00000119771,KLHL29,615,SSD,10.08,1408,None,LECA,24
ENSG00000119772,DNMT3A,615,SSD,3.99,2596,Dominant,Chordata,1468
ENSG00000119777,TMEM214,615,Singleton,45.79,662,Unknown,Singleton,0
ENSG00000119778,ATAD2B,796,Ohnolog,21.29,5368,Unknown,LECA,3977
ENSG00000119782,FKBP1B,796,SSD,21.99,1982,Unknown,LECA,40
ENSG00000119787,ATL2,615,Ohnolog,20.05,676,Unknown,LECA,3775
ENSG00000119801,YPEL5,796,SSD,14.13,778,Unknown,LECA,1445
ENSG00000119812,FAM98A,796,Ohnolog,18.58,886,None,LECA,3981
ENSG00000119820,YIPF4,796,SSD,35.5,602,Unknown,LECA,3982
ENSG00000119844,AFTPH,615,SSD,20.39,396,None,Vertebrata,3983
ENSG00000119862,LGALSL,615,SSD,25.04,338,Unknown,LECA,128
ENSG00000119865,CNRIP1,158,Singleton,39.19,476,None,Singleton,0
ENSG00000119866,BCL11A,615,Ohnolog,0.61,1726,Dominant,LECA,232
ENSG00000119878,CRIPT,796,SSD,13.94,428,Recessive,LECA,2235
ENSG00000119888,EPCAM,435,SSD,60.55,2392,Recessive,Amniota,3987
ENSG00000119899,SLC17A5,615,Ohnolog,19.72,1112,Recessive,Opisthokonta,1606
ENSG00000119900,OGFRL1,615,Ohnolog,55.61,238,None,Vertebrata,661
ENSG00000119906,SLF2,311,SSD,NA,440,Unknown,Gnathostomata,3990
ENSG00000119912,IDE,796,SSD,1.37,1688,Unknown,LECA,212
ENSG00000119913,TECTB,435,SSD,21.4,504,Unknown,LECA,3992
ENSG00000119915,ELOVL3,796,Ohnolog,75.15,884,Unknown,LECA,269
ENSG00000119917,IFIT3,413,SSD,84.64,2358,Unknown,LECA,3994
ENSG00000119919,NKX2-3,435,Ohnolog,NA,1486,Unknown,LECA,2991
ENSG00000119922,IFIT2,413,SSD,85.88,2262,Unknown,LECA,3994
ENSG00000119927,GPAM,615,Ohnolog,34.97,1058,Unknown,Bilateria,3739
ENSG00000119929,CUTC,796,Singleton,18.49,496,Unknown,Singleton,0
ENSG00000119938,PPP1R3C,435,Ohnolog,39.43,1142,Unknown,Opisthokonta,550
ENSG00000119943,PYROXD2,796,SSD,59.4,848,Unknown,Bilateria,481
ENSG00000119946,CNNM1,435,SSD,41.33,1016,Unknown,Bilateria,4000
ENSG00000119950,MXI1,615,Ohnolog,5.35,1360,Unknown,Bilateria,652
ENSG00000119953,SMNDC1,796,SSD,4.24,1334,Unknown,LECA,4002
ENSG00000119965,C10orf88,435,Singleton,NA,114,None,Singleton,0
ENSG00000119969,HELLS,615,SSD,17.62,3406,Recessive,LECA,954
ENSG00000119973,PRLHR,615,SSD,61.79,770,Unknown,Bilateria,1059
ENSG00000119977,TCTN3,311,SSD,68.63,438,Recessive,Chordata,4005
ENSG00000119979,FAM45A,311,Singleton,40.83,148,None,Singleton,0
ENSG00000119986,AVPI1,351,Singleton,62.9,318,None,Singleton,0
ENSG00000120008,WDR11,615,Singleton,39.5,458,Dominant,Singleton,0
ENSG00000120029,ARMH3,796,Singleton,NA,314,None,Singleton,0
ENSG00000120049,KCNIP2,615,Ohnolog,19.29,2648,None,LECA,423
ENSG00000120051,CFAP58,413,Ohnolog,44.81,110,None,LECA,4007
ENSG00000120053,GOT1,796,Ohnolog,20.81,1406,Unknown,LECA,4008
ENSG00000120054,CPN1,615,Ohnolog,57.42,760,Recessive,LECA,1489
ENSG00000120055,C10orf95,96,Singleton,NA,0,None,Singleton,0
ENSG00000120057,SFRP5,615,Ohnolog,24.5,1192,Unknown,LECA,2351
ENSG00000120063,GNA13,413,Ohnolog,24.48,2418,Unknown,LECA,662
ENSG00000120068,HOXB8,615,Ohnolog,26.88,890,Unknown,LECA,64
ENSG00000120071,KANSL1,311,Ohnolog,16.23,866,Dominant,Chordata,4013
ENSG00000120075,HOXB5,615,Ohnolog,2.7,1004,Unknown,LECA,64
ENSG00000120088,CRHR1,796,Ohnolog,4.8,3064,Unknown,LECA,57
ENSG00000120093,HOXB3,615,Ohnolog,14.29,1028,Unknown,LECA,64
ENSG00000120094,HOXB1,615,SSD,16.37,1018,Recessive,LECA,64
ENSG00000120129,DUSP1,176,Ohnolog,24.13,3190,Unknown,LECA,1217
ENSG00000120137,PANK3,435,SSD,19.9,584,Unknown,LECA,4019
ENSG00000120149,MSX2,435,SSD,1.48,1952,Dominant,LECA,4020
ENSG00000120156,TEK,435,Ohnolog,9.33,2346,Dominant,LECA,386
ENSG00000120158,RCL1,796,SSD,16.35,1654,Unknown,Bilateria,4022
ENSG00000120159,CAAP1,615,Singleton,33.28,300,None,Singleton,0
ENSG00000120160,EQTN,105,Singleton,92.7,1116,Unknown,Singleton,0
ENSG00000120162,MOB3B,796,Ohnolog,18.04,524,Unknown,LECA,3509
ENSG00000120210,INSL6,96,SSD,88.06,332,Unknown,Eutheria,2745
ENSG00000120211,INSL4,29,SSD,98.31,270,Unknown,Eutheria,2745
ENSG00000120215,MLANA,435,Singleton,65.88,976,Unknown,Singleton,0
ENSG00000120217,CD274,435,SSD,74.87,2264,Unknown,LECA,3430
ENSG00000120235,IFNA6,311,SSD,93.67,396,Unknown,Amniota,4027
ENSG00000120242,IFNA8,311,SSD,91.7,348,Unknown,Amniota,4027
ENSG00000120251,GRIA2,615,Ohnolog,4.82,3526,Unknown,LECA,2530
ENSG00000120253,NUP43,615,Singleton,11.33,1386,Unknown,Singleton,0
ENSG00000120254,MTHFD1L,435,SSD,48.45,1708,Unknown,LECA,779
ENSG00000120256,LRP11,311,Ohnolog,72.01,488,None,Bilateria,31
ENSG00000120262,CCDC170,435,Singleton,56.72,596,None,Singleton,0
ENSG00000120265,PCMT1,796,SSD,6.59,1380,Unknown,LECA,4032
ENSG00000120278,PLEKHG1,413,Ohnolog,65.71,0,None,LECA,452
ENSG00000120279,MYCT1,435,Singleton,58.63,546,Unknown,Singleton,0
ENSG00000120280,CXorf21,435,Singleton,NA,142,None,Singleton,0
ENSG00000120289,MAGEB4,43,SSD,98.8,312,Unknown,LECA,502
ENSG00000120306,CYSTM1,105,Singleton,25.5,410,None,Singleton,0
ENSG00000120314,WDR55,796,SSD,42.78,948,None,LECA,1995
ENSG00000120318,ARAP3,413,Ohnolog,41.8,1078,Unknown,LECA,509
ENSG00000120322,PCDHB8,43,SSD,83.25,588,Unknown,LECA,1287
ENSG00000120324,PCDHB10,105,SSD,83.37,502,Unknown,LECA,1287
ENSG00000120327,PCDHB14,158,SSD,80.39,604,Unknown,LECA,1287
ENSG00000120328,PCDHB12,105,SSD,85.95,568,Unknown,LECA,1287
ENSG00000120329,SLC25A2,96,SSD,80.89,324,Unknown,LECA,53
ENSG00000120332,TNN,351,Ohnolog,26.59,996,Unknown,LECA,476
ENSG00000120333,MRPS14,615,Singleton,32.89,2086,Recessive,Singleton,0
ENSG00000120334,CENPL,615,Singleton,30.06,652,Unknown,Singleton,0
ENSG00000120337,TNFSF18,105,Singleton,87.49,532,Unknown,Singleton,0
ENSG00000120341,SEC16B,158,Ohnolog,65.24,906,Unknown,Opisthokonta,4043
ENSG00000120370,GORAB,615,Singleton,57.49,476,Recessive,Singleton,0
ENSG00000120436,GPR31,435,SSD,91.5,862,Unknown,Vertebrata,4044
ENSG00000120437,ACAT2,796,SSD,53.12,1666,Unknown,LECA,670
ENSG00000120438,TCP1,796,SSD,5.11,3966,Unknown,LECA,3514
ENSG00000120440,TTLL2,435,SSD,98.1,426,None,LECA,1842
ENSG00000120451,SNX19,435,SSD,62.21,410,None,Bilateria,941
ENSG00000120457,KCNJ5,615,Ohnolog,34.46,1064,Dominant,LECA,3580
ENSG00000120458,MSANTD2,435,SSD,15.34,36,None,LECA,4050
ENSG00000120471,TP53AIP1,43,Singleton,99.73,464,Unknown,Singleton,0
ENSG00000120498,TEX11,615,Singleton,77.12,730,Recessive,Singleton,0
